Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42.0,No,176,Human Resources,4,Bachelor,Life Sciences,High,Female,56,Low,3,Human Resources,High,Married,4556.0,6595,4,No,21,MISSING,High,2,9,3.0,Best,5.0,0,0,3
41.0,No,1082,Sales,2,Master,Life Sciences,High,Female,41,Medium,3,Sales Executive,High,Married,4174.0,8392,6,No,11,Outstanding,Medium,1,13,5.0,Better,4.0,4,7,0
45.0,No,1346,Research & Development,19,College,Medical,Medium,Female,93,High,1,Laboratory Technician,Very High,Divorced,18061.0,8758,0,No,11,Outstanding,High,1,3,4.0,Better,0.0,2,1,2
32.0,No,1308,Research & Development,14,Bachelor,Medical,High,Male,44,Medium,5,Research Director,High,Single,4078.0,17544,1,No,14,Excellent,Low,0,21,3.0,Best,3.0,7,4,9
38.0,No,833,Research & Development,18,Bachelor,Medical,Medium,Male,60,Low,2,Healthcare Representative,Very High,Married,2844.0,24539,3,Yes,16,MISSING,High,1,15,2.0,Better,7.0,0,1,0
36.0,No,782,Research & Development,6,Master,Other,Medium,Male,50,Medium,4,Research Director,Very High,Divorced,2064.0,2671,4,Yes,14,MISSING,High,1,21,2.0,Good,16.0,0,0,0
29.0,No,697,Research & Development,3,Master,Life Sciences,High,Male,40,Medium,1,Research Scientist,Very High,Married,2340.0,22478,3,No,17,Excellent,Very High,3,6,1.0,Better,6.0,0,0,0
39.0,No,155,Research & Development,9,College,Life Sciences,Low,Female,67,High,2,Research Scientist,High,Married,4174.0,22474,3,No,11,Excellent,High,2,9,2.0,Good,20.0,3,2,3
31.0,No,560,Research & Development,1,Master,Other,Very High,Female,91,High,1,Research Scientist,Low,Divorced,5476.0,20284,5,No,14,Excellent,High,2,10,2.0,Better,10.0,3,1,3
45.0,No,884,Research & Development,23,College,Medical,High,Female,41,Very High,2,Laboratory Technician,Very High,Married,5769.0,12290,4,No,17,Excellent,High,1,17,3.0,Better,10.0,2,0,3
27.5,Yes,638,Sales,9,Bachelor,Marketing,Very High,Male,33,High,1,Sales Representative,Low,Married,2269.0,26956,1,No,19,Excellent,Low,1,1,2.0,Good,2.0,0,1,0
39.5,No,1422,Sales,2,Master,Life Sciences,Low,Female,92,High,2,Sales Executive,Very High,Married,2033.0,19246,1,No,20,Excellent,High,1,7,3.0,Better,1.0,7,7,7
41.0,No,894,Research & Development,1,Master,Medical,Very High,Male,33,Medium,2,Manufacturing Director,High,Married,8938.0,15411,0,No,15,Excellent,High,0,4,5.0,Better,5.0,2,1,2
39.5,Yes,147,Research & Development,23,Master,Medical,Very High,Female,94,High,3,Healthcare Representative,Very High,Married,3540.0,3465,1,No,12,Outstanding,Very High,1,40,5.0,Good,9.0,10,15,6
44.0,No,397,Research & Development,7,Master,Medical,Low,Female,30,High,3,Research Director,High,Single,2011.0,25258,4,No,13,Excellent,Low,0,16,5.0,Best,7.5,2,0,2
27.5,No,217,Research & Development,18,Master,Life Sciences,Low,Male,78,High,2,Manufacturing Director,Very High,Single,2064.0,23238,2,No,20,Excellent,Low,0,18,2.0,Better,2.0,9,0,9
45.5,No,1151,Research & Development,9,Doctor,Life Sciences,Very High,Male,63,Medium,2,Healthcare Representative,Very High,Married,2436.0,14242,9,No,14,Excellent,Very High,1,5,2.0,Bad,5.0,2,0,2
50.0,No,1210,Research & Development,2,Bachelor,Medical,High,Female,68,Medium,1,Laboratory Technician,Medium,Married,18172.0,24052,4,No,14,Excellent,Medium,1,4,1.0,Better,8.0,0,0,0
33.5,No,507,Research & Development,20,Below College,Life Sciences,Low,Female,97,High,2,Laboratory Technician,High,Single,4198.0,24812,0,No,14,Excellent,Medium,0,5,5.0,Better,3.0,3,1,2
33.5,Yes,769,Sales,9,Bachelor,Marketing,Very High,Female,54,High,1,Sales Representative,Very High,Single,7945.0,17205,1,Yes,14,Excellent,Medium,0,2,2.0,Better,4.0,2,0,2
34.0,Yes,740,Sales,1,Bachelor,Life Sciences,Medium,Male,64,Medium,2,Sales Executive,Low,Married,8394.0,5323,1,No,11,Excellent,Very High,1,10,4.0,Better,15.0,8,6,7
25.0,No,544,Human Resources,2,Below College,Technical Degree,High,Male,52,High,1,Human Resources,High,Divorced,4256.0,24017,0,Yes,11,Excellent,High,1,4,1.0,Better,5.0,2,1,0
26.0,No,1040,Research & Development,2,College,Life Sciences,High,Male,100,Medium,2,Healthcare Representative,Very High,Divorced,5296.0,15850,5,No,14,Excellent,Very High,1,17,3.0,Best,8.0,0,0,0
34.0,No,458,Research & Development,26,Doctor,Medical,Low,Male,60,High,3,Research Director,Low,Married,3737.0,23281,3,Yes,17,Excellent,High,0,20,1.0,Better,3.0,0,0,0
32.0,No,971,Research & Development,1,Bachelor,Medical,Very High,Female,54,High,4,Research Director,Very High,Single,4174.0,5652,6,No,19,Outstanding,Very High,0,29,5.0,Good,10.0,7,12,7
35.0,No,1444,Human Resources,1,Master,Other,Very High,Female,88,High,1,Human Resources,Medium,Married,2430.0,5224,0,Yes,11,MISSING,Medium,1,7,3.0,Better,5.0,2,1,2
51.0,No,1278,Human Resources,8,Bachelor,Life Sciences,Low,Male,77,Medium,1,Human Resources,Low,Married,18944.0,8635,0,No,21,Excellent,High,0,6,0.0,Better,1.0,4,0,3
38.0,No,933,Sales,1,Bachelor,Life Sciences,High,Female,57,High,2,Sales Executive,High,Married,2064.0,20156,1,No,17,Excellent,Medium,1,8,4.0,Better,10.0,7,7,7
37.0,No,950,Research & Development,3,Bachelor,Medical,Very High,Female,93,High,3,Manufacturing Director,Medium,Divorced,3034.0,8039,0,No,17,Excellent,Medium,3,10,2.0,Good,18.0,7,1,7
58.0,No,218,Research & Development,8,Below College,Medical,Very High,Female,55,Medium,3,Research Director,Medium,Divorced,18944.0,25178,2,No,11,Excellent,High,1,16,0.0,Better,10.0,8,4,8
45.0,No,771,Sales,2,Master,Life Sciences,Low,Male,79,Medium,5,Manager,High,Single,10748.0,21030,1,Yes,18,Outstanding,Very High,0,33,3.0,Best,23.0,7,15,12
38.0,No,1376,Sales,2,College,Medical,High,Male,45,High,4,Manager,High,Divorced,6288.0,13938,6,No,13,Excellent,High,1,22,3.0,Best,4.0,13,15,2
29.0,No,1427,Research & Development,2,Below College,Medical,Medium,Male,35,Medium,1,Laboratory Technician,Very High,Single,8394.0,11162,0,No,13,Outstanding,Very High,0,6,3.0,Better,10.0,3,1,2
37.0,No,654,Sales,21,Bachelor,Marketing,High,Male,43,Very High,1,Sales Representative,Very High,Single,4174.0,5050,1,No,17,Excellent,Very High,0,2,3.0,Better,0.0,1,2,2
51.0,No,650,Research & Development,9,Below College,Medical,Medium,Male,37,High,1,Laboratory Technician,Low,Married,10650.0,4344,1,No,14,MISSING,Very High,1,5,2.0,Best,4.0,3,0,2
24.0,No,325,Research & Development,5,Bachelor,Medical,Medium,Female,74,High,2,Manufacturing Director,Low,Single,4162.0,3787,0,No,19,Excellent,Medium,0,10,3.0,Better,5.0,4,1,7
54.0,No,1236,Research & Development,1,Master,Life Sciences,Very High,Female,40,Medium,4,Manager,Low,Married,6854.0,17997,7,No,11,Excellent,Low,1,21,2.0,Bad,7.0,2,0,2
33.5,No,786,Research & Development,7,Bachelor,Medical,Very High,Male,76,High,1,Laboratory Technician,Very High,Single,2064.0,11925,1,No,20,MISSING,High,0,7,3.0,Better,10.0,7,5,7
27.0,Yes,1362,Sales,19,Bachelor,Marketing,Low,Male,67,Very High,2,Sales Executive,Very High,Single,5071.0,4652,8,Yes,13,Outstanding,Medium,0,9,3.0,Good,6.0,2,0,4
45.5,No,477,Research & Development,7,Master,Medical,Low,Male,42,Medium,3,Healthcare Representative,Very High,Married,4284.0,2094,3,No,14,Outstanding,Very High,1,24,2.0,Better,4.0,6,5,17
40.0,No,1180,Research & Development,25,Bachelor,Medical,Low,Male,84,High,3,Healthcare Representative,High,Single,10504.0,13084,2,No,23,Excellent,Medium,0,25,2.0,Better,2.0,14,12,11
38.0,No,231,Sales,8,College,Other,High,Male,62,High,3,Sales Executive,High,Divorced,2684.0,9977,5,No,11,Excellent,Low,1,10,0.0,Best,2.0,4,7,7
24.0,No,791,Research & Development,1,Master,Medical,Very High,Female,44,High,1,Laboratory Technician,High,Single,4011.0,6842,0,Yes,11,Excellent,High,0,5,5.0,Good,4.0,2,0,2
33.5,No,570,Sales,5,Bachelor,Marketing,Very High,Male,30,Medium,2,Sales Executive,High,Divorced,3065.0,5431,1,No,13,Excellent,High,3,10,3.0,Better,4.0,9,1,2
26.0,No,498,Research & Development,3,Master,Medical,High,Female,93,High,2,Manufacturing Director,Low,Married,2659.0,13554,1,No,12,Excellent,High,1,8,2.0,Best,3.0,7,6,3
57.0,Yes,203,Research & Development,2,Bachelor,Life Sciences,Low,Male,84,High,4,Healthcare Representative,Very High,Divorced,2064.0,13547,7,No,11,Excellent,Very High,3,21,2.0,Better,5.0,7,11,5
33.5,Yes,391,Research & Development,7,Below College,Life Sciences,Very High,Female,75,High,1,Research Scientist,Medium,Single,5363.0,26092,1,Yes,23,Excellent,Low,0,1,0.0,Better,9.0,0,0,0
42.0,No,883,Sales,26,Below College,Medical,High,Female,32,High,2,Sales Executive,Very High,Single,6062.0,22807,1,No,23,Excellent,Medium,0,6,4.0,Good,4.0,5,1,4
27.0,No,898,Human Resources,6,College,Medical,High,Female,38,High,4,Manager,Very High,Single,9981.0,17381,1,Yes,21,Excellent,Very High,0,21,2.0,Better,7.0,7,7,7
33.0,No,1476,Research & Development,16,College,Medical,Medium,Female,68,Very High,2,Healthcare Representative,Low,Single,2064.0,4824,0,No,19,Excellent,High,0,9,2.0,Better,2.0,3,0,7
50.0,No,1469,Research & Development,8,Master,Life Sciences,Medium,Female,81,Medium,3,Research Director,Medium,Married,10504.0,15736,5,No,16,Excellent,Very High,2,16,2.0,Bad,3.0,9,4,7
28.0,Yes,414,Sales,2,Master,Marketing,High,Female,82,Medium,2,Sales Executive,Medium,Single,6674.0,26186,7,Yes,12,Excellent,High,0,7,6.0,Good,9.0,2,2,2
45.0,No,365,Research & Development,4,Doctor,Medical,High,Male,89,Medium,4,Manager,Very High,Married,2177.0,5602,2,No,25,Excellent,Medium,1,23,3.0,Better,6.0,2,2,2
49.0,No,304,Sales,9,Master,Life Sciences,Medium,Male,92,High,2,Sales Executive,Very High,Single,5390.0,20750,1,No,16,Excellent,Very High,0,7,3.0,Better,9.0,5,0,7
39.0,Yes,880,Sales,12,Master,Other,Very High,Male,36,High,2,Sales Executive,Very High,Single,17068.0,10414,3,Yes,24,Excellent,Low,0,13,3.0,Best,21.0,9,6,7
39.0,No,362,Research & Development,1,Below College,Life Sciences,High,Female,43,High,1,Research Scientist,Low,Single,6284.0,14561,3,No,17,Excellent,Very High,0,8,2.0,Good,9.0,0,0,0
34.0,No,797,Research & Development,4,Below College,Life Sciences,Low,Female,96,High,5,Research Director,Medium,Divorced,2064.0,15815,3,No,14,Excellent,Low,2,28,3.0,Good,5.0,4,1,6
28.0,Yes,1449,Research & Development,16,Master,Medical,Low,Male,45,High,1,Laboratory Technician,Medium,Divorced,2154.0,14180,2,Yes,13,Excellent,Very High,1,5,2.0,Better,4.0,2,0,2
42.0,No,984,Research & Development,1,Below College,Technical Degree,Very High,Female,70,Medium,1,Research Scientist,Medium,Single,3673.0,25326,1,Yes,11,Excellent,High,0,2,3.0,Best,12.0,2,2,2
37.0,No,1476,Sales,4,Below College,Medical,Very High,Female,42,High,2,Sales Executive,High,Married,3022.0,15211,1,Yes,12,Outstanding,High,2,5,1.0,Better,2.5,4,0,3
36.0,Yes,121,Sales,27,Bachelor,Marketing,Medium,Female,35,High,3,Sales Executive,Very High,Married,8858.0,24525,1,No,22,Excellent,Very High,3,10,2.0,Good,14.0,4,1,9
37.0,No,945,Research & Development,22,Bachelor,Medical,Very High,Female,82,High,3,Manufacturing Director,Low,Single,13744.0,5083,1,Yes,13,Outstanding,High,0,21,2.0,Better,16.0,6,2,8
33.0,No,128,Research & Development,2,Below College,Technical Degree,Very High,Male,84,Medium,2,Laboratory Technician,Low,Single,4037.0,19737,4,No,13,Outstanding,Very High,0,9,5.0,Better,9.0,2,0,4
25.0,No,1291,Sales,11,Bachelor,Medical,High,Male,98,Very High,1,Sales Representative,Very High,Married,4174.0,6527,8,No,14,Excellent,Medium,1,5,3.0,Better,7.0,0,0,0
33.5,No,134,Research & Development,2,Bachelor,Life Sciences,High,Female,90,High,1,Research Scientist,Very High,Single,16032.0,10515,0,No,14,Outstanding,Low,0,4,5.0,Best,7.5,1,0,2
27.0,No,688,Research & Development,23,Master,Life Sciences,Very High,Male,82,High,2,Healthcare Representative,Very High,Divorced,4066.0,18899,9,No,14,Excellent,Medium,1,10,3.0,Better,7.0,2,1,2
34.0,No,505,Research & Development,2,Master,Technical Degree,High,Female,64,High,3,Healthcare Representative,High,Single,8103.0,6420,0,No,25,Excellent,Very High,0,20,3.0,Better,4.0,6,11,8
36.0,No,982,Research & Development,12,Bachelor,Life Sciences,Low,Male,59,Medium,4,Research Director,Medium,Divorced,6201.0,4345,1,No,11,Excellent,High,1,25,1.0,Better,18.0,10,3,9
22.0,No,950,Research & Development,7,Bachelor,Other,High,Male,59,High,3,Manufacturing Director,High,Single,4775.0,18869,3,No,21,MISSING,Medium,0,17,3.0,Best,2.0,5,1,6
28.0,No,1451,Research & Development,2,Below College,Life Sciences,Low,Male,67,Medium,1,Research Scientist,Medium,Married,3201.0,19911,0,No,17,Excellent,Low,0,6,2.0,Bad,5.0,3,0,4
39.5,No,1125,Research & Development,1,Bachelor,Life Sciences,Very High,Female,48,Low,2,Research Scientist,Low,Married,8394.0,5771,1,No,21,Excellent,Medium,0,10,2.0,Better,8.0,8,8,7
38.0,No,1394,Research & Development,8,Bachelor,Medical,Very High,Male,58,Medium,2,Research Scientist,Medium,Divorced,7351.0,18115,1,Yes,16,Excellent,High,1,20,2.0,Better,1.0,11,0,7
35.0,No,1309,Research & Development,26,Below College,Life Sciences,High,Female,83,High,1,Research Scientist,Very High,Divorced,11996.0,16092,1,No,12,Excellent,High,2,4,6.0,Good,7.0,2,0,2
25.0,No,813,Research & Development,17,Doctor,Life Sciences,Very High,Male,50,Medium,3,Research Director,Low,Divorced,2096.0,21981,5,No,15,Excellent,High,3,19,1.0,Better,7.0,11,1,11
29.0,No,662,Sales,1,Doctor,Marketing,High,Male,94,High,3,Sales Executive,Medium,Married,11935.0,11439,1,No,13,Excellent,Low,2,10,2.0,Better,10.0,8,0,6
26.0,No,301,Sales,15,Master,Marketing,Very High,Male,88,Low,2,Sales Executive,Very High,Divorced,2007.0,10436,1,No,24,Excellent,Low,1,15,3.0,Good,5.0,12,11,11
44.0,No,426,Research & Development,10,Master,Life Sciences,High,Male,42,Very High,2,Manufacturing Director,Very High,Divorced,2064.0,17000,1,No,13,Excellent,Low,1,9,2.0,Better,2.5,7,7,2
53.0,No,713,Research & Development,8,Bachelor,Life Sciences,High,Female,67,High,1,Research Scientist,Low,Divorced,12965.0,13939,4,Yes,18,MISSING,High,1,19,2.0,Better,3.0,2,2,2
33.5,No,821,Research & Development,5,College,Medical,Low,Male,86,High,5,Research Director,Low,Married,4403.0,8509,4,No,11,Excellent,High,1,24,3.0,Good,5.0,2,1,2
52.0,No,1176,Human Resources,26,Master,Life Sciences,Very High,Male,98,High,5,Manager,High,Married,17099.0,5220,3,No,11,Excellent,High,1,27,2.0,Better,9.0,2,1,0
37.0,No,711,Research & Development,4,Bachelor,Medical,Low,Male,81,High,2,Manufacturing Director,High,Single,6347.0,3140,0,No,13,Excellent,Very High,0,10,2.0,Bad,6.0,2,3,8
50.0,No,482,Research & Development,3,Bachelor,Other,High,Male,36,High,3,Manufacturing Director,High,Married,4174.0,9606,1,No,15,MISSING,High,1,10,3.0,Better,3.0,7,7,8
29.0,No,210,Sales,1,Below College,Marketing,High,Female,73,High,2,Sales Executive,Medium,Married,4335.0,22107,0,Yes,13,Excellent,Very High,1,6,5.0,Better,8.0,4,1,4
25.0,No,920,Research & Development,3,Bachelor,Life Sciences,High,Male,96,Low,5,Research Director,Very High,Married,2413.0,18625,3,No,14,Excellent,Medium,1,25,2.0,Better,1.0,7,0,7
33.0,No,841,Research & Development,6,Bachelor,Other,High,Male,46,Medium,1,Research Scientist,Medium,Married,4174.0,23300,1,No,19,Excellent,High,0,5,2.0,Good,10.0,4,4,3
42.0,No,653,Research & Development,10,Master,Technical Degree,Very High,Male,92,Medium,2,Healthcare Representative,High,Married,7406.0,15332,1,No,14,Outstanding,Medium,1,8,5.0,Good,10.0,2,7,7
45.0,No,1142,Research & Development,8,College,Life Sciences,Very High,Male,72,High,2,Healthcare Representative,Very High,Divorced,6284.0,8841,3,Yes,18,Excellent,High,0,8,2.0,Better,6.0,2,2,2
32.0,No,1396,Research & Development,6,Bachelor,Medical,High,Male,83,High,3,Research Director,Low,Married,5309.0,14842,9,No,13,Excellent,Medium,1,18,2.0,Best,10.0,7,5,7
25.0,No,1305,Research & Development,10,Master,Life Sciences,High,Male,49,High,2,Manufacturing Director,Medium,Single,4851.0,21123,2,Yes,12,Outstanding,Very High,0,18,2.0,Good,3.0,0,0,1
35.0,Yes,1474,Sales,11,Master,Other,Very High,Male,60,Very High,2,Sales Executive,High,Married,2064.0,23914,8,No,12,Excellent,Very High,0,6,3.0,Better,6.0,2,1,2
22.0,No,944,Sales,1,Bachelor,Marketing,High,Male,92,High,3,Sales Executive,High,Single,2472.0,9096,1,No,14,MISSING,Low,0,10,2.0,Best,1.0,7,0,8
34.0,No,1171,Research & Development,10,Master,Life Sciences,Very High,Male,46,Very High,1,Laboratory Technician,High,Married,4724.0,22495,3,Yes,13,Excellent,High,1,10,3.0,Better,9.0,7,1,7
57.5,No,696,Sales,7,Master,Marketing,Medium,Female,52,Very High,2,Sales Executive,Very High,Divorced,2886.0,10893,0,Yes,18,Excellent,Medium,1,12,4.0,Better,6.0,7,1,9
34.0,No,703,Sales,14,Master,Marketing,Very High,Male,42,High,2,Sales Executive,Low,Single,5484.0,11825,2,No,12,Excellent,Very High,0,20,3.0,Better,2.0,7,1,7
28.0,No,1246,Human Resources,3,Bachelor,Medical,Low,Male,99,High,5,Manager,Medium,Married,12614.0,7999,1,No,11,Excellent,High,1,32,2.0,Better,3.0,5,10,7
19.0,No,1064,Research & Development,2,Below College,Life Sciences,Medium,Female,42,High,5,Research Director,Very High,Married,6284.0,13738,3,No,15,Outstanding,Very High,0,28,2.0,Better,1.0,4,4,3
36.0,No,549,Research & Development,7,College,Medical,Very High,Male,42,High,2,Manufacturing Director,High,Single,2013.0,23371,6,No,14,Excellent,Medium,0,8,3.0,Better,2.5,2,2,1
35.0,No,1495,Research & Development,5,Master,Technical Degree,Low,Male,96,High,2,Healthcare Representative,High,Married,4174.0,21534,2,No,14,Excellent,Medium,1,20,2.0,Good,2.0,2,1,2
31.0,No,392,Sales,2,Master,Medical,Very High,Female,93,High,2,Sales Executive,Very High,Divorced,4424.0,3921,1,No,14,Outstanding,High,2,6,2.0,Better,11.0,2,0,4
45.0,Yes,296,Sales,6,College,Marketing,Very High,Male,33,Low,1,Sales Representative,High,Divorced,6434.0,12253,0,No,16,Excellent,Very High,1,3,1.0,Good,3.0,2,1,0
57.5,No,618,Research & Development,3,Below College,Life Sciences,Low,Female,45,High,2,Healthcare Representative,Very High,Single,4505.0,22266,0,No,17,Excellent,High,0,7,3.0,Good,1.0,2,0,4
47.0,No,350,Research & Development,21,College,Technical Degree,High,Male,57,Medium,1,Laboratory Technician,Low,Divorced,18300.0,10036,0,No,14,MISSING,Medium,3,2,3.0,Better,3.0,1,0,0
27.0,No,796,Research & Development,12,Doctor,Medical,Very High,Female,51,Medium,3,Manufacturing Director,Very High,Single,4174.0,15669,0,No,11,Excellent,Medium,0,15,6.0,Good,7.5,8,7,8
32.0,No,1127,Research & Development,18,Below College,Life Sciences,Medium,Female,52,High,1,Laboratory Technician,High,Married,6284.0,13257,0,No,12,Excellent,High,1,6,4.0,Better,8.0,3,1,2
29.0,No,691,Sales,7,Bachelor,Marketing,Very High,Female,73,High,2,Sales Executive,Very High,Divorced,4174.0,7143,4,No,12,Outstanding,Very High,3,13,3.0,Better,10.0,7,1,7
55.0,No,1220,Research & Development,5,Bachelor,Life Sciences,High,Female,85,High,1,Research Scientist,Medium,Single,14756.0,20938,1,Yes,12,Excellent,Medium,0,4,4.0,Good,5.0,3,1,2
37.0,No,509,Research & Development,7,College,Technical Degree,Medium,Male,43,Very High,1,Research Scientist,High,Married,12185.0,18863,1,No,13,Excellent,High,0,10,1.0,Better,10.0,6,0,8
40.0,Yes,600,Human Resources,8,Bachelor,Human Resources,High,Male,66,Medium,1,Human Resources,Very High,Divorced,6284.0,9732,6,No,11,Excellent,High,1,6,0.0,Good,4.0,2,1,2
33.0,Yes,464,Research & Development,4,Bachelor,Technical Degree,High,Female,40,High,1,Research Scientist,Very High,Single,2756.0,3427,9,Yes,23,Excellent,High,0,3,5.0,Better,8.0,0,0,0
35.0,No,1147,Human Resources,10,Bachelor,Human Resources,High,Male,31,High,4,Manager,Low,Married,2258.0,16616,0,No,14,Excellent,High,1,21,2.0,Better,8.0,7,0,9
28.0,Yes,341,Sales,1,Bachelor,Medical,Medium,Male,48,Medium,1,Sales Representative,High,Divorced,8394.0,23522,6,Yes,19,Outstanding,High,3,5,5.0,Better,1.0,2,0,2
41.0,No,1416,Research & Development,2,College,Medical,Low,Female,49,High,5,Research Director,High,Divorced,4174.0,5949,0,No,19,Excellent,Very High,1,22,0.0,Better,6.0,7,3,9
47.0,No,930,Sales,9,Bachelor,Marketing,Very High,Female,74,High,3,Sales Executive,Low,Divorced,4174.0,19239,4,Yes,12,Excellent,High,1,18,3.0,Better,26.0,4,0,2
40.0,No,1229,Sales,8,Master,Technical Degree,Low,Male,84,High,2,Sales Executive,Very High,Divorced,4661.0,25952,4,No,13,Excellent,Very High,2,12,4.0,Better,9.0,7,0,7
22.0,No,1479,Research & Development,1,Bachelor,Life Sciences,High,Male,84,High,2,Manufacturing Director,Medium,Divorced,3894.0,26767,1,No,20,Excellent,Low,1,6,3.0,Bad,2.0,5,1,4
33.0,No,248,Research & Development,23,College,Life Sciences,Very High,Male,42,High,2,Laboratory Technician,Low,Married,10504.0,14039,1,Yes,15,Excellent,High,1,9,5.0,Better,6.0,8,0,8
50.0,No,718,Research & Development,4,Master,Technical Degree,Very High,Male,92,High,5,Manager,Low,Divorced,2064.0,18575,4,No,13,Excellent,Very High,1,28,3.0,Better,6.0,2,4,2
33.0,No,1098,Research & Development,4,College,Medical,Low,Male,85,Medium,5,Manager,High,Married,11691.0,12124,2,No,13,Excellent,High,1,23,3.0,Best,13.0,0,0,0
33.5,No,471,Research & Development,12,Bachelor,Life Sciences,Low,Male,45,Medium,2,Healthcare Representative,Low,Divorced,2559.0,4284,2,No,15,Excellent,High,1,13,4.0,Good,1.0,3,1,2
51.0,No,1448,Research & Development,29,Bachelor,Technical Degree,Medium,Male,55,High,3,Manufacturing Director,Very High,Married,4174.0,14720,4,Yes,18,Excellent,Very High,2,10,2.0,Best,4.0,1,1,2
