,Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
903,29.0,No,1199,Research & Development,18,Master,Life Sciences,High,Male,80,High,2,Healthcare Representative,High,Married,4262.0,24594,1,Yes,14,Excellent,Very High,2,10,2.0,Best,3.0,2,0,2
904,54.0,No,827,Research & Development,1,Master,Other,High,Female,84,Very High,2,Healthcare Representative,Medium,Married,5485.0,20161,1,Yes,13,Excellent,Low,1,6,4.0,Better,5.0,5,1,2
907,35.0,No,249,Sales,2,College,Marketing,High,Female,35,High,2,Sales Executive,Very High,Married,2572.0,17783,0,Yes,22,Excellent,Low,1,8,1.0,Better,3.0,6,7,7
909,38.0,No,1034,Research & Development,18,Below College,Medical,Low,Male,86,High,3,Healthcare Representative,High,Married,9924.0,8984,5,No,11,Excellent,Very High,0,28,3.0,Good,9.0,2,1,2
910,25.0,No,1229,Research & Development,4,Master,Life Sciences,Very High,Female,30,High,2,Healthcare Representative,High,Married,2187.0,16143,0,Yes,16,Excellent,Medium,0,4,3.0,Better,2.0,2,1,2
911,31.0,No,1176,Research & Development,20,Bachelor,Other,High,Male,85,High,2,Manufacturing Director,Low,Married,6284.0,9096,0,No,15,Outstanding,High,1,7,4.0,Good,13.0,2,0,2
916,33.5,Yes,1306,Sales,5,Bachelor,Marketing,Medium,Male,69,High,1,Sales Representative,Medium,Single,13675.0,8059,1,Yes,14,Excellent,Very High,0,0,3.0,Better,2.0,0,0,0
917,24.0,No,852,Research & Development,1,Below College,Life Sciences,Very High,Female,55,Medium,2,Laboratory Technician,Very High,Married,3202.0,15998,1,Yes,12,Excellent,High,2,10,4.0,Good,5.0,8,3,0
918,57.5,No,989,Research & Development,4,Below College,Medical,Very High,Female,46,High,5,Manager,High,Married,2593.0,6499,1,No,14,Excellent,Medium,1,21,4.0,Better,9.0,8,9,9
919,57.5,No,326,Sales,3,Bachelor,Life Sciences,High,Male,48,Medium,2,Sales Executive,Very High,Single,8237.0,16490,5,No,17,Excellent,Very High,0,13,3.0,Better,7.0,1,0,5
920,31.0,No,616,Research & Development,12,Bachelor,Medical,Very High,Female,41,High,2,Healthcare Representative,Very High,Married,5468.0,17369,0,Yes,11,Excellent,High,2,10,3.0,Bad,12.0,7,8,5
922,39.0,Yes,504,Research & Development,10,Bachelor,Medical,Low,Female,96,Medium,1,Research Scientist,Medium,Single,5902.0,6148,1,Yes,25,Excellent,Medium,0,1,2.0,Best,15.0,1,0,0
923,39.5,Yes,330,Research & Development,22,Master,Medical,Very High,Female,98,High,2,Manufacturing Director,High,Married,4907.0,21057,1,Yes,15,Outstanding,Very High,2,10,3.0,Good,5.0,2,6,7
926,47.0,No,384,Sales,8,Master,Life Sciences,Low,Female,72,High,1,Sales Representative,Very High,Married,15972.0,20317,1,No,16,Excellent,Medium,1,3,2.0,Good,3.0,2,0,2
928,33.0,No,437,Sales,16,Bachelor,Life Sciences,Medium,Male,90,High,2,Sales Executive,Medium,Single,7725.0,16379,2,No,12,Outstanding,Medium,0,8,2.0,Best,13.0,2,1,2
929,23.0,No,1242,Sales,20,Bachelor,Life Sciences,Very High,Male,90,High,2,Sales Executive,High,Single,2819.0,12916,1,No,14,Excellent,Very High,0,7,3.0,Better,3.0,7,0,7
931,21.5,No,991,Sales,5,Bachelor,Medical,Low,Male,43,Medium,2,Sales Executive,Medium,Divorced,2996.0,3356,1,Yes,13,Excellent,Medium,1,10,2.0,Good,4.0,0,0,9
932,24.0,No,966,Research & Development,1,Master,Life Sciences,Very High,Male,53,High,3,Manufacturing Director,High,Divorced,3162.0,9659,7,No,17,Excellent,Low,1,33,2.0,Bad,5.0,4,1,4
933,29.0,No,1003,Sales,5,Bachelor,Technical Degree,Low,Male,51,High,2,Sales Executive,High,Married,2119.0,20943,1,No,19,Excellent,High,1,6,4.0,Better,7.0,2,0,2
935,29.0,No,117,Sales,13,Master,Life Sciences,Medium,Male,73,High,2,Sales Executive,Very High,Divorced,2062.0,9250,2,No,11,Excellent,High,1,8,2.0,Good,3.0,2,0,3
936,42.0,Yes,920,Research & Development,24,Bachelor,Life Sciences,Very High,Male,43,High,1,Laboratory Technician,High,Divorced,5538.0,19920,3,Yes,22,MISSING,Very High,1,19,2.0,Bad,0.0,0,0,0
937,33.5,No,471,Research & Development,4,Bachelor,Medical,Low,Male,62,Very High,1,Laboratory Technician,High,Divorced,2064.0,16031,8,No,12,Outstanding,Medium,1,4,4.0,Good,3.0,2,2,2
938,44.0,No,1089,Sales,1,College,Technical Degree,Medium,Female,66,High,3,Manager,Very High,Married,13320.0,11038,3,Yes,14,Excellent,High,1,14,2.0,Bad,12.0,4,0,4
940,30.0,No,1055,Research & Development,2,Master,Life Sciences,Low,Female,47,High,2,Manufacturing Director,Very High,Married,6877.0,4658,0,No,18,Outstanding,Medium,1,4,4.0,Better,12.5,2,2,2
941,32.0,No,394,Sales,26,College,Life Sciences,High,Male,92,High,4,Manager,Very High,Married,3433.0,19494,1,Yes,12,Excellent,Very High,2,25,3.0,Best,5.0,12,4,12
943,36.0,Yes,1219,Research & Development,4,Below College,Technical Degree,Very High,Female,32,High,1,Laboratory Technician,Very High,Married,5674.0,4605,1,Yes,15,Excellent,Medium,1,7,3.0,Best,9.0,7,5,6
946,19.0,No,441,Research & Development,8,Below College,Other,High,Male,39,Low,2,Healthcare Representative,Low,Married,2552.0,7288,3,No,13,MISSING,High,1,9,4.0,Better,1.0,7,0,7
949,38.0,No,192,Research & Development,2,Master,Life Sciences,High,Female,32,High,1,Research Scientist,Very High,Divorced,5329.0,7747,0,Yes,18,Excellent,Medium,1,3,1.0,Bad,13.0,2,2,2
950,30.0,No,1395,Research & Development,9,Master,Medical,Medium,Female,48,High,2,Research Scientist,High,Single,9667.0,18698,1,No,19,Excellent,Medium,0,10,3.0,Better,7.0,7,0,8
951,33.5,No,1172,Sales,3,Bachelor,Medical,Medium,Male,78,High,1,Sales Representative,Medium,Married,4968.0,3692,1,No,19,MISSING,Very High,1,1,3.0,Better,5.0,0,0,0
952,30.0,No,1117,Research & Development,2,Below College,Life Sciences,Low,Male,72,Very High,1,Research Scientist,Very High,Married,2720.0,19982,1,No,13,Excellent,Very High,1,10,3.0,Better,5.0,5,7,7
956,35.0,Yes,459,Research & Development,24,College,Life Sciences,Very High,Female,73,Medium,1,Research Scientist,Very High,Single,4425.0,14753,1,Yes,24,Excellent,Medium,0,1,2.0,Good,7.5,0,1,0
957,35.0,No,130,Sales,2,College,Marketing,Very High,Male,32,High,3,Sales Executive,Medium,Single,4930.0,20619,7,No,16,Excellent,High,0,10,2.0,Better,5.0,0,0,0
958,35.0,No,147,Research & Development,4,Master,Medical,High,Female,47,Medium,1,Research Scientist,Medium,Married,10685.0,13248,6,No,21,Outstanding,Very High,0,7,2.0,Better,17.0,2,1,1
960,35.0,No,1439,Research & Development,4,Below College,Life Sciences,High,Male,54,High,1,Research Scientist,High,Married,2064.0,5182,7,Yes,15,Excellent,Very High,0,8,2.0,Better,2.0,4,1,3
963,26.0,No,253,Research & Development,11,Bachelor,Medical,Low,Male,43,High,1,Research Scientist,Medium,Married,2544.0,24440,1,No,13,Excellent,Very High,1,2,3.0,Better,7.0,1,1,2
965,32.0,No,721,Research & Development,1,College,Medical,High,Female,58,High,2,Laboratory Technician,Very High,Single,4174.0,10781,1,No,23,Excellent,Very High,0,12,3.0,Better,6.0,8,3,7
966,43.0,Yes,967,Research & Development,16,Master,Technical Degree,Very High,Female,85,Low,1,Research Scientist,Low,Married,16064.0,14460,1,Yes,23,Outstanding,Medium,1,5,3.0,Better,17.0,2,3,0
967,57.5,No,218,Sales,7,Bachelor,Technical Degree,Medium,Female,100,Very High,2,Sales Executive,Very High,Married,6284.0,12241,4,No,11,Excellent,Medium,1,10,3.0,Good,7.5,7,7,7
968,35.0,No,922,Research & Development,1,Doctor,Medical,Low,Male,95,Very High,4,Research Director,High,Divorced,3506.0,22578,4,No,19,Excellent,High,1,10,3.0,Better,3.0,1,0,5
970,30.0,No,1400,Research & Development,7,Bachelor,Life Sciences,Very High,Male,49,Low,3,Manufacturing Director,Very High,Single,7140.0,21698,4,No,11,Excellent,Low,0,37,2.0,Good,7.0,4,0,2
971,31.0,No,926,Research & Development,21,College,Medical,High,Male,36,High,2,Manufacturing Director,High,Divorced,2064.0,16439,2,No,16,Excellent,Medium,1,11,4.0,Better,5.0,3,0,2
973,40.0,No,168,Sales,4,College,Marketing,Very High,Male,33,Medium,5,Manager,Medium,Married,12614.0,9946,2,No,14,Excellent,High,1,26,3.0,Better,8.0,4,0,8
974,33.5,No,188,Research & Development,7,Master,Other,Medium,Male,65,High,1,Research Scientist,Very High,Single,6284.0,23293,2,No,18,Excellent,High,0,8,3.0,Better,2.5,2,0,1
977,35.0,No,775,Sales,15,Bachelor,Life Sciences,Very High,Female,47,Medium,2,Sales Executive,Very High,Married,2064.0,23683,3,No,18,Excellent,High,1,7,3.0,Better,3.0,2,2,2
980,43.0,No,511,Sales,3,College,Life Sciences,Very High,Male,32,Low,2,Sales Executive,Very High,Single,2089.0,25353,5,No,12,Excellent,Low,0,6,3.0,Better,5.0,2,2,2
981,40.0,No,715,Research & Development,2,Bachelor,Life Sciences,High,Male,69,Medium,4,Manufacturing Director,Very High,Single,6380.0,21829,3,Yes,13,MISSING,Low,0,30,2.0,Better,6.0,3,4,3
982,31.0,Yes,984,Research & Development,17,College,Life Sciences,Very High,Male,97,High,1,Laboratory Technician,Medium,Married,5617.0,3372,1,No,13,Excellent,Low,1,1,4.0,Bad,12.5,0,0,0
983,52.0,Yes,1089,Research & Development,7,College,Life Sciences,Very High,Female,79,High,2,Laboratory Technician,High,Married,3212.0,22845,1,No,18,MISSING,Low,1,10,3.0,Better,2.0,4,1,1
984,45.5,No,1099,Research & Development,4,Master,Medical,Low,Male,82,Medium,1,Laboratory Technician,Medium,Married,7898.0,8192,8,No,11,Excellent,Very High,0,8,2.0,Better,10.0,4,0,2
985,42.0,No,711,Research & Development,5,Master,Life Sciences,Medium,Male,42,High,3,Healthcare Representative,Low,Married,2064.0,22792,4,No,12,Excellent,High,2,9,4.0,Better,2.5,2,0,2
986,42.0,Yes,1259,Research & Development,2,Master,Life Sciences,Very High,Male,95,High,1,Laboratory Technician,Medium,Single,2936.0,24852,1,No,12,Outstanding,Low,0,1,1.0,Better,6.0,0,0,0
988,52.0,No,1316,Research & Development,29,Bachelor,Medical,High,Male,83,High,1,Research Scientist,Very High,Single,10445.0,9752,5,No,13,Excellent,Medium,0,9,4.0,Good,8.0,5,0,3
989,38.0,No,330,Human Resources,1,Bachelor,Life Sciences,High,Male,46,High,1,Human Resources,High,Divorced,11510.0,15428,0,No,21,Excellent,Low,1,6,2.0,Best,11.0,3,1,3
990,49.0,No,986,Research & Development,3,Master,Medical,Medium,Female,93,Medium,3,Research Director,High,Married,3580.0,21526,1,No,18,Excellent,High,0,10,3.0,Better,4.0,2,0,7
992,33.5,No,390,Research & Development,1,Master,Life Sciences,Very High,Female,32,Low,2,Healthcare Representative,High,Divorced,3755.0,17056,2,Yes,13,Excellent,Very High,1,12,3.0,Better,8.0,3,1,2
993,45.0,No,447,Research & Development,2,Bachelor,Medical,Very High,Male,39,Very High,4,Research Director,Medium,Single,3633.0,19764,4,No,12,Excellent,Medium,0,35,3.0,Good,9.0,8,8,8
994,34.0,No,383,Sales,1,Doctor,Marketing,Low,Male,79,High,2,Sales Executive,High,Married,6074.0,9282,7,No,12,Outstanding,High,1,11,3.0,Good,9.0,0,0,0
996,35.0,No,995,Research & Development,2,Below College,Life Sciences,Low,Female,87,High,2,Healthcare Representative,Very High,Divorced,4788.0,24483,1,No,19,Excellent,Very High,1,6,2.0,Best,3.0,4,1,3
997,55.0,No,969,Research & Development,2,College,Technical Degree,Very High,Male,76,Very High,1,Laboratory Technician,Medium,Single,6284.0,16620,5,No,11,Excellent,High,0,7,2.0,Good,7.0,0,0,0
998,51.5,No,1015,Research & Development,5,Doctor,Medical,High,Male,50,Low,2,Laboratory Technician,Low,Single,3210.0,23447,1,Yes,14,Excellent,Low,0,10,4.0,Better,15.0,7,1,4
999,47.0,No,770,Human Resources,5,Bachelor,Life Sciences,High,Female,84,High,4,Manager,Medium,Divorced,3294.0,17588,1,Yes,11,MISSING,Medium,1,33,3.0,Better,3.0,9,0,10
1000,32.0,No,170,Research & Development,1,Master,Life Sciences,Medium,Male,78,Very High,2,Healthcare Representative,Low,Married,2439.0,9364,2,No,15,MISSING,Very High,1,10,4.0,Better,4.0,0,2,2
1001,20.0,No,918,Sales,6,Bachelor,Marketing,Very High,Male,35,High,3,Sales Executive,High,Single,4174.0,15869,1,No,12,Excellent,Medium,0,10,3.0,Better,2.0,8,8,7
1002,28.0,Yes,238,Research & Development,5,College,Life Sciences,Low,Male,47,Very High,1,Research Scientist,High,Single,8722.0,15318,3,Yes,14,Excellent,Low,0,8,2.0,Better,10.0,1,0,3
1003,27.5,Yes,575,Sales,22,College,Marketing,High,Male,68,Medium,2,Sales Executive,High,Married,2042.0,6110,2,Yes,12,MISSING,Low,2,8,3.0,Better,3.0,4,1,0
1004,32.0,No,1130,Research & Development,3,Bachelor,Life Sciences,Very High,Male,66,High,2,Research Scientist,Medium,Divorced,3038.0,19332,1,No,12,MISSING,High,1,11,2.0,Better,5.0,8,7,9
1005,56.0,No,992,Research & Development,1,Bachelor,Medical,Very High,Female,68,Medium,1,Laboratory Technician,Low,Single,2942.0,21731,1,No,19,Excellent,Medium,0,3,3.0,Better,5.0,0,1,2
1007,48.0,No,921,Research & Development,1,Below College,Medical,Low,Female,66,Medium,1,Research Scientist,High,Divorced,2064.0,25265,1,No,13,MISSING,High,2,5,3.0,Better,8.0,3,1,3
1008,32.0,No,1318,Sales,10,Master,Marketing,Very High,Male,79,High,2,Sales Executive,Very High,Single,4174.0,26075,8,No,13,Outstanding,High,0,4,3.0,Best,9.0,0,0,0
1009,45.5,No,1103,Research & Development,16,Bachelor,Medical,High,Male,49,High,1,Research Scientist,High,Single,2064.0,2122,1,No,14,Outstanding,High,0,5,3.0,Good,3.0,3,1,4
1011,43.0,No,116,Research & Development,24,Below College,Life Sciences,Low,Female,52,High,2,Research Scientist,Very High,Single,10820.0,5340,7,No,13,Excellent,Low,0,18,1.0,Better,8.0,7,1,7
1014,60.0,Yes,504,Research & Development,10,Bachelor,Medical,Low,Male,61,High,3,Manufacturing Director,High,Divorced,5220.0,22573,6,No,11,Excellent,Medium,2,17,3.0,Better,11.0,0,0,0
1016,28.0,No,1495,Research & Development,4,College,Medical,Very High,Male,87,High,1,Laboratory Technician,High,Married,2596.0,26176,7,No,19,MISSING,Very High,1,7,2.0,Good,1.0,0,0,0
1017,31.0,No,930,Sales,3,Bachelor,Life Sciences,High,Male,57,Medium,2,Sales Executive,Medium,Divorced,2218.0,12227,2,No,11,Excellent,High,1,14,4.0,Better,4.0,4,0,4
1018,29.0,No,827,Research & Development,1,Master,Life Sciences,Medium,Male,33,Very High,2,Healthcare Representative,Very High,Single,6623.0,19383,0,No,13,Excellent,High,0,10,2.0,Good,2.5,7,1,8
1019,51.0,No,271,Research & Development,3,College,Medical,High,Female,43,Medium,2,Laboratory Technician,Low,Married,13142.0,23070,4,No,25,Excellent,Low,1,10,1.0,Better,5.0,2,1,2
1022,39.0,No,1189,Sales,3,Bachelor,Life Sciences,High,Male,87,High,3,Sales Executive,Very High,Single,8394.0,14506,2,No,12,Outstanding,Low,0,12,2.0,Better,7.5,3,1,3
1025,30.0,No,942,Research & Development,15,Below College,Life Sciences,Medium,Male,69,Low,1,Research Scientist,Very High,Married,4174.0,26933,0,Yes,18,Excellent,Low,1,6,2.0,Good,2.0,4,1,3
1026,28.0,No,447,Research & Development,5,Bachelor,Life Sciences,Medium,Female,85,Very High,2,Healthcare Representative,Medium,Single,4779.0,15530,3,No,12,Outstanding,Low,0,11,2.0,Bad,8.0,2,1,2
1028,24.0,No,528,Human Resources,8,Master,Technical Degree,High,Male,100,High,1,Human Resources,High,Single,2127.0,7108,1,No,17,Outstanding,Medium,0,6,2.0,Bad,1.0,4,1,4
1029,30.0,Yes,266,Sales,2,Below College,Marketing,Low,Female,57,Low,5,Manager,Very High,Married,2083.0,25846,1,No,15,Outstanding,Very High,1,33,2.0,Better,1.0,14,6,9
1030,43.0,No,726,Research & Development,29,Below College,Life Sciences,Very High,Female,93,Low,2,Healthcare Representative,High,Divorced,5562.0,21143,8,No,17,Excellent,Very High,2,11,2.0,Better,5.0,0,1,6
1032,26.0,No,589,Sales,2,Master,Life Sciences,High,Female,67,High,2,Sales Executive,High,Married,2741.0,19665,4,No,22,Excellent,Medium,2,10,2.0,Best,7.0,7,5,7
1033,34.0,No,702,Sales,1,Master,Life Sciences,Low,Male,59,Medium,2,Sales Executive,Very High,Single,8394.0,12930,4,No,22,Excellent,High,0,12,3.0,Best,4.0,3,0,7
1034,28.0,No,976,Research & Development,3,College,Medical,High,Male,48,High,1,Research Scientist,Low,Divorced,3464.0,3995,1,Yes,13,MISSING,Very High,1,4,4.0,Best,3.0,2,2,3
1036,36.0,No,195,Sales,1,Bachelor,Medical,Low,Female,80,High,2,Sales Executive,High,Single,4663.0,6698,1,No,16,Excellent,Very High,0,5,2.0,Better,3.0,4,0,3
1037,37.0,No,124,Sales,2,Bachelor,Marketing,High,Female,38,Medium,3,Sales Executive,Medium,Married,4174.0,23537,2,No,12,Excellent,Low,1,30,2.0,Better,5.0,7,6,12
1038,47.0,No,1186,Research & Development,3,Master,Other,High,Female,44,High,1,Research Scientist,High,Married,11957.0,2997,3,No,16,Excellent,Low,1,8,3.0,Better,13.0,2,2,2
1039,44.0,Yes,1122,Research & Development,6,Bachelor,Medical,Very High,Male,70,High,1,Laboratory Technician,Low,Married,5743.0,4303,7,Yes,21,Excellent,Very High,0,8,3.0,Bad,10.0,2,2,2
1040,42.0,No,929,Sales,10,Bachelor,Marketing,Very High,Female,55,High,2,Sales Executive,Very High,Single,2372.0,21703,1,No,12,Excellent,Very High,0,10,2.0,Good,1.0,7,0,8
1041,33.5,No,793,Sales,20,Bachelor,Life Sciences,High,Male,67,Very High,1,Sales Representative,Very High,Married,2064.0,21981,0,No,12,Excellent,Low,1,3,2.0,Better,1.0,2,2,2
1042,32.0,No,1002,Research & Development,18,Master,Life Sciences,Very High,Male,92,High,2,Manufacturing Director,Very High,Divorced,10400.0,23793,1,Yes,15,MISSING,Low,2,7,2.0,Better,14.0,7,1,7
1043,57.5,No,525,Sales,6,Master,Medical,Low,Male,66,Very High,2,Sales Executive,Very High,Divorced,4294.0,6219,4,No,22,Excellent,Very High,2,13,4.0,Best,7.0,7,5,7
1044,33.0,No,829,Research & Development,1,Below College,Life Sciences,High,Female,88,Medium,3,Manufacturing Director,High,Single,4878.0,20925,1,No,22,MISSING,High,0,12,1.0,Better,9.0,8,5,8
1045,30.0,No,809,Research & Development,16,Bachelor,Medical,Low,Male,84,Very High,1,Laboratory Technician,Medium,Married,6347.0,16479,0,No,13,Excellent,High,1,6,2.0,Better,11.0,4,0,3
1046,30.0,Yes,887,Research & Development,5,College,Medical,High,Female,88,Medium,1,Research Scientist,High,Married,4779.0,20898,1,Yes,14,Excellent,Low,1,8,3.0,Better,3.0,7,1,7
1048,51.5,No,559,Research & Development,10,Master,Life Sciences,High,Male,82,Medium,2,Laboratory Technician,High,Divorced,2272.0,6227,1,No,11,MISSING,Medium,1,9,2.0,Best,2.5,7,0,0
1049,54.0,No,1311,Research & Development,2,Bachelor,Life Sciences,High,Female,97,High,4,Manager,Very High,Single,10502.0,23258,2,Yes,13,Excellent,High,0,30,4.0,Better,5.0,4,1,2
1050,27.0,No,1373,Research & Development,5,Master,Life Sciences,Very High,Male,56,Medium,2,Manufacturing Director,Very High,Single,2566.0,10138,8,No,24,Excellent,Medium,0,8,2.0,Better,1.0,0,0,0
1051,32.0,No,346,Research & Development,6,Bachelor,Life Sciences,Very High,Male,86,High,2,Laboratory Technician,Very High,Single,6220.0,10919,2,No,17,Excellent,Very High,0,19,3.0,Better,10.0,2,2,2
1052,28.0,No,1231,Sales,21,College,Medical,High,Male,54,High,1,Sales Representative,Very High,Married,2144.0,21222,5,No,15,Excellent,Medium,1,10,3.0,Better,5.0,4,0,0
1053,26.0,Yes,1475,Sales,13,College,Marketing,Very High,Female,84,High,2,Sales Executive,High,Single,2366.0,23352,3,Yes,11,Excellent,Very High,0,6,2.0,Better,8.0,0,2,2
1054,26.0,No,1198,Research & Development,1,Master,Other,High,Male,100,Medium,1,Research Scientist,Low,Single,3955.0,3339,3,Yes,11,Excellent,Medium,0,6,2.0,Better,5.0,2,0,2
1064,22.0,Yes,896,Research & Development,18,Below College,Medical,High,Male,86,Medium,1,Research Scientist,Very High,Single,6284.0,14961,1,Yes,13,Excellent,High,0,4,2.0,Good,4.0,3,0,1
1066,31.0,No,102,Research & Development,23,Master,Life Sciences,Very High,Male,72,High,4,Research Director,Very High,Single,2356.0,20206,6,No,18,Excellent,High,0,33,2.0,Better,6.0,9,3,8
1068,36.0,No,154,Sales,7,Master,Life Sciences,Medium,Female,41,Medium,1,Sales Representative,High,Married,3419.0,11737,3,No,15,Excellent,Medium,0,13,3.0,Best,1.0,7,5,2
1069,39.0,Yes,959,Sales,1,Master,Other,Very High,Female,81,High,2,Sales Executive,High,Single,2232.0,17251,3,Yes,14,Excellent,Very High,0,5,1.0,Better,3.0,0,0,0
1070,41.0,No,1116,Research & Development,2,Bachelor,Medical,High,Female,49,High,1,Laboratory Technician,Very High,Single,13591.0,7181,0,No,14,Excellent,High,0,12,3.0,Good,1.0,7,6,7
1073,33.5,No,618,Research & Development,4,Bachelor,Life Sciences,Medium,Female,76,High,1,Research Scientist,High,Single,6725.0,17808,1,No,19,Excellent,High,0,1,2.0,Better,8.0,1,0,0
1074,43.0,No,770,Sales,10,Master,Marketing,High,Female,73,Medium,3,Sales Executive,High,Divorced,2064.0,5569,0,Yes,14,Excellent,Medium,2,9,2.0,Better,4.0,7,2,7
1075,33.5,No,750,Research & Development,28,Bachelor,Life Sciences,Medium,Female,46,Very High,2,Laboratory Technician,High,Married,9980.0,25348,1,No,17,Excellent,Very High,2,10,1.0,Good,10.0,9,6,8
1079,43.0,Yes,1337,Human Resources,22,Bachelor,Human Resources,Low,Male,58,Medium,1,Human Resources,Medium,Married,3539.0,19555,1,No,12,Excellent,Low,0,1,3.0,Better,9.0,0,0,0
1082,38.0,No,1443,Sales,11,Doctor,Marketing,Very High,Female,89,Medium,2,Sales Executive,Low,Married,2440.0,20328,4,No,16,Outstanding,High,1,6,3.0,Better,4.0,0,0,0
1084,37.0,Yes,1060,Sales,1,Bachelor,Life Sciences,Very High,Male,54,High,1,Sales Representative,Medium,Single,5993.0,8319,1,Yes,11,Excellent,Low,0,3,4.0,Best,7.0,2,2,2
1085,31.0,No,1224,Sales,7,Master,Life Sciences,High,Male,55,High,2,Sales Executive,Very High,Married,11557.0,13586,1,Yes,11,Outstanding,Very High,0,10,3.0,Better,5.0,8,0,9
1086,41.0,No,136,Research & Development,1,Bachelor,Life Sciences,Low,Male,89,High,2,Healthcare Representative,Low,Married,2107.0,6225,0,No,12,Excellent,Low,1,6,2.0,Good,1.0,3,0,2
1087,48.0,No,791,Research & Development,2,College,Medical,High,Male,38,Very High,2,Healthcare Representative,Medium,Married,5381.0,9931,1,No,24,Excellent,Very High,1,8,2.0,Better,1.0,7,3,7
1089,35.0,No,1405,Research & Development,11,College,Technical Degree,Very High,Female,82,Medium,4,Manufacturing Director,Medium,Single,10388.0,24439,3,No,16,Excellent,Medium,0,29,3.0,Good,16.0,2,0,3
1090,32.0,No,440,Research & Development,21,Bachelor,Medical,High,Female,42,High,1,Research Scientist,Very High,Married,2432.0,6672,1,No,11,Excellent,High,1,5,2.0,Bad,4.0,2,0,2
1091,38.0,No,1377,Research & Development,11,Below College,Life Sciences,Medium,Female,91,High,1,Laboratory Technician,Low,Married,10504.0,7679,0,No,14,Outstanding,Medium,0,6,3.0,Best,8.0,0,1,4
1092,27.0,No,801,Sales,1,Master,Marketing,High,Female,48,High,3,Sales Executive,Very High,Married,4227.0,24032,1,No,19,Excellent,High,2,14,2.0,Better,3.0,10,5,7
1093,51.5,No,977,Research & Development,10,Bachelor,Technical Degree,Very High,Female,45,Very High,1,Research Scientist,High,Married,4286.0,12826,2,No,16,Excellent,Very High,1,4,4.0,Better,1.0,2,2,2
1095,35.0,No,691,Sales,8,Master,Marketing,High,Male,48,High,2,Sales Executive,Medium,Married,5561.0,21173,0,No,11,Excellent,Very High,1,10,2.0,Better,5.0,7,4,2
1096,40.0,Yes,109,Research & Development,5,Bachelor,Medical,Medium,Female,60,High,1,Laboratory Technician,Medium,Single,5677.0,25725,0,No,17,Excellent,Low,0,4,4.0,Better,11.0,2,1,2
1097,30.0,No,300,Research & Development,2,Bachelor,Life Sciences,Low,Male,56,High,5,Manager,High,Married,3579.0,17312,5,No,11,Outstanding,Low,0,24,2.0,Good,11.0,6,4,14
1099,39.5,No,1225,Research & Development,2,Master,Life Sciences,Very High,Female,61,High,2,Healthcare Representative,Low,Divorced,5238.0,4761,2,No,11,Excellent,Low,1,16,3.0,Best,1.0,0,0,0
1100,51.0,No,1179,Sales,16,Master,Marketing,Low,Male,84,High,2,Sales Executive,Low,Single,5441.0,11924,8,No,14,Outstanding,Very High,0,10,2.0,Better,10.0,2,2,2
1102,35.0,No,1093,Sales,6,Master,Medical,Medium,Male,87,High,2,Sales Executive,High,Single,4323.0,24301,1,No,16,Excellent,Low,0,12,2.0,Better,5.0,8,5,7
1104,34.0,Yes,1329,Research & Development,7,Bachelor,Life Sciences,Low,Male,73,High,1,Laboratory Technician,Low,Single,2979.0,3339,3,Yes,14,Excellent,Medium,0,10,2.0,Bad,0.0,2,0,3
1107,55.0,No,977,Research & Development,2,Bachelor,Medical,Very High,Male,45,High,2,Research Scientist,Medium,Divorced,6385.0,25518,0,No,13,Excellent,High,2,10,3.0,Good,8.0,5,1,6
1108,29.0,No,1084,Research & Development,29,Bachelor,Technical Degree,Very High,Male,54,High,2,Manufacturing Director,Very High,Married,4174.0,4185,3,No,18,Excellent,Low,1,9,2.0,Bad,4.0,7,1,7
1109,32.0,Yes,1366,Research & Development,24,College,Technical Degree,Medium,Male,72,Medium,3,Healthcare Representative,Low,Single,4465.0,12355,1,No,12,Excellent,Low,0,10,2.0,Good,3.0,7,1,9
1110,21.5,No,541,Sales,2,Below College,Technical Degree,High,Male,62,High,1,Sales Representative,Low,Divorced,10209.0,9518,3,No,13,Excellent,High,1,3,2.0,Better,2.0,0,0,0
1111,42.0,No,543,Research & Development,1,Master,Life Sciences,Low,Male,83,High,1,Laboratory Technician,Very High,Married,13758.0,4060,8,No,19,Excellent,High,2,8,2.0,Good,7.5,0,0,0
1112,39.0,No,574,Research & Development,20,Below College,Medical,Very High,Female,40,High,1,Laboratory Technician,Very High,Married,3646.0,7003,1,No,13,Outstanding,Medium,0,11,2.0,Best,1.0,8,3,10
1115,54.0,No,812,Sales,10,Bachelor,Medical,Very High,Female,69,Medium,1,Sales Representative,High,Single,3780.0,9724,1,No,12,MISSING,Low,0,0,3.0,Better,1.0,0,0,0
1116,27.5,Yes,1125,Research & Development,16,Below College,Life Sciences,Medium,Male,72,Low,1,Research Scientist,Low,Single,7428.0,4681,1,Yes,22,Excellent,Medium,0,10,3.0,Better,5.0,2,6,7
